id,left,top,right,bottom,dummy,tile_id
5840,-145.000416,60.000416,-143.999584,58.999584,dummy,N59W145
5999,-144.000416,72.000416,-142.999584,70.999584,dummy,N71W144
6000,-144.000416,71.000416,-142.999584,69.999584,dummy,N70W144
6001,-144.000416,70.000416,-142.999584,68.999584,dummy,N69W144
6002,-144.000416,69.000416,-142.999584,67.999584,dummy,N68W144
6010,-144.000416,61.000416,-142.999584,59.999584,dummy,N60W144
6011,-144.000416,60.000416,-142.999584,58.999584,dummy,N59W144
6170,-143.000416,72.000416,-141.999584,70.999584,dummy,N71W143
6171,-143.000416,71.000416,-141.999584,69.999584,dummy,N70W143
6172,-143.000416,70.000416,-141.999584,68.999584,dummy,N69W143
6173,-143.000416,69.000416,-141.999584,67.999584,dummy,N68W143
6181,-143.000416,61.000416,-141.999584,59.999584,dummy,N60W143
6182,-143.000416,60.000416,-141.999584,58.999584,dummy,N59W143
6341,-142.000416,72.000416,-140.999584,70.999584,dummy,N71W142
6342,-142.000416,71.000416,-140.999584,69.999584,dummy,N70W142
6343,-142.000416,70.000416,-140.999584,68.999584,dummy,N69W142
6344,-142.000416,69.000416,-140.999584,67.999584,dummy,N68W142
6352,-142.000416,61.000416,-140.999584,59.999584,dummy,N60W142
6353,-142.000416,60.000416,-140.999584,58.999584,dummy,N59W142
6512,-141.000416,72.000416,-139.999584,70.999584,dummy,N71W141
6513,-141.000416,71.000416,-139.999584,69.999584,dummy,N70W141
6514,-141.000416,70.000416,-139.999584,68.999584,dummy,N69W141
6515,-141.000416,69.000416,-139.999584,67.999584,dummy,N68W141
6523,-141.000416,61.000416,-139.999584,59.999584,dummy,N60W141
6524,-141.000416,60.000416,-139.999584,58.999584,dummy,N59W141
6685,-140.000416,70.000416,-138.999584,68.999584,dummy,N69W140
6686,-140.000416,69.000416,-138.999584,67.999584,dummy,N68W140
6694,-140.000416,61.000416,-138.999584,59.999584,dummy,N60W140
6695,-140.000416,60.000416,-138.999584,58.999584,dummy,N59W140
6856,-139.000416,70.000416,-137.999584,68.999584,dummy,N69W139
6857,-139.000416,69.000416,-137.999584,67.999584,dummy,N68W139
6865,-139.000416,61.000416,-137.999584,59.999584,dummy,N60W139
6866,-139.000416,60.000416,-137.999584,58.999584,dummy,N59W139
6867,-139.000416,59.000416,-137.999584,57.999584,dummy,N58W139
7027,-138.000416,70.000416,-136.999584,68.999584,dummy,N69W138
7028,-138.000416,69.000416,-136.999584,67.999584,dummy,N68W138
